Dataset,Algorithm,Run,Status,ErrorMessage,BestScore,BestC,BestKernelParameter,ACC,MCC,Sensitivity,Specificity,OptimizationRuntimeSeconds,EvaluationRuntimeSeconds,TotalRuntimeSeconds
bankreshape,HHO,12,ok,,0.236633376754957,18.1197012754306,1.58554966841867,77.4579710144928,0.559190887759105,75.6807212395448,80.9095904095904,34.2894751,0.010772,34.3002512
bankreshape,HHO,13,ok,,0.228898899985526,20,1,75.8231884057971,0.524360494253925,73.8611388611389,79.1519591519591,34.2673504,0.014035,34.2813884
bankreshape,HHO,14,ok,,0.220833333333333,19.0395728565461,1,77.8507246376812,0.568145873828639,75.777972027972,82.0887445887446,35.1759071,0.0104745,35.1863852
bankreshape,HHO,15,ok,,0.207763424518744,5.24891226568598,1,74.5297101449275,0.496969575848652,72.3752913752914,77.8387723387723,35.8676954,0.0115365,35.879235
bankreshape,HHO,16,ok,,0.254032783326096,20,1,76.1311594202898,0.535617081308614,74.3849483849484,80.0551948051948,33.0424993,0.0114,33.0539036
bankreshape,HHO,17,ok,,0.237451150673035,15.6452442823078,1.06413408066352,79.1702898550725,0.586862698890032,76.5633255633256,82.512654012654,31.5488413,0.0121723,31.5610177
bankreshape,HHO,18,ok,,0.245310464611377,17.3977918653432,1,75.7615942028985,0.526663368020635,75.1134421134421,78.8284215784216,33.2151547,0.0107205,33.2258781
bankreshape,HHO,19,ok,,0.233203068461427,19.5494523171178,1,72.8673913043478,0.461958915681789,70.7039904539905,76.0740093240093,30.8270072,0.011138,30.8381493
bankreshape,HHO,20,ok,,0.229808944854538,8.39729681954448,1,77.1731884057971,0.545258488579703,74.4153069153069,80.3111888111888,35.2775771,0.0120306,35.2896118
bankreshape,HHO,21,ok,,0.25,19.1277996522061,1,77.5398550724638,0.554653524312332,76.2894882894883,79.5534465534466,33.2153424,0.0113508,33.2267342
bankreshape,HHO,22,ok,,0.274958387610363,1.57601473422778,15.9961899506995,72.8731884057971,0.458587844791913,70.494560994561,75.5809190809191,34.6081162,0.010381,34.6185486
bankreshape,HHO,23,ok,,0.25812527138515,1.63044244099342,10.7915090348681,72.0159420289855,0.44942942407096,69.9136141636142,75.8589466089466,34.9103754,0.0220113,34.9323896
bankreshape,HHO,24,ok,,0.242142495295991,20,1,77.8927536231884,0.559954260052171,76.6158841158841,79.8362054612055,32.5070961,0.0120679,32.5191671
bankreshape,HHO,25,ok,,0.249614633087277,18.24134198194,3.06069362680435,72.0144927536232,0.448038063904969,70.4238816738817,75.0759175465058,34.683356,0.0148726,34.6982314
bankreshape,HHO,26,ok,,0.220961788970907,5.75969408190056,1.17103967437142,74.5594202898551,0.499361400900097,72.3140193140193,78.3766168472051,36.008777,0.0141202,36.0229009
bankreshape,HHO,27,ok,,0.233639093935446,17.3526323013798,1,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,31.7876703,0.01124,31.7989138
bankreshape,HHO,28,ok,,0.229202851353307,16.0230243771917,1,74.5065217391304,0.498607293658642,71.7747668997669,78.8286713286713,32.485668,0.011324,32.4969953
bankreshape,HHO,29,ok,,0.245880373425966,2.75424893492706,1,73.7463768115942,0.478936163371775,70.6425241425241,77.3782883782884,32.6911955,0.0111503,32.7023489
bankreshape,HHO,30,ok,,0.241628672745694,20,1,77.1108695652174,0.553013818548492,75.8698523698524,80.706610383081,33.4539918,0.0122447,33.4662396
bankreshape,EVO,1,ok,,0.241572586481401,20,1.01466462662176,78.3289855072464,0.572838694865027,77.1441107911696,80.6793206793207,29.1693156,0.0125821,29.181901
bankreshape,EVO,2,ok,,0.225649515125199,5.36227184565096,1,76.5898550724638,0.541350420676037,74.3178488178488,80.4584304584304,15.9230502,0.0109541,15.934008
bankreshape,EVO,3,ok,,0.229128672745694,8.98076352361751,1.11545696493723,72.0050724637681,0.446749547204512,69.6282606282606,75.5260295260295,15.5165926,0.0227944,15.5393902
bankreshape,EVO,4,ok,,0.241805977710233,18.6862601033988,1,77.5731884057971,0.562433902327346,77.5684593184593,79.8124653124653,15.0349308,0.0124542,15.0473883
bankreshape,EVO,5,ok,,0.237720726588508,19.0866753739485,1,74.6246376811594,0.494531993168792,72.6630591630592,77.1172161172161,23.6826345,0.0123495,23.6949881
bankreshape,EVO,6,ok,,0.250341945288754,4.32819050398298,1,75.4702898550725,0.516656697568958,73.6437451437452,78.8943278943279,30.1833464,0.0122647,30.1956145
bankreshape,EVO,7,ok,,0.232848458532349,9.59876841798318,1.01554223993007,76.5811594202899,0.533498962098258,74.6340326340326,78.8524808524809,29.5078615,0.0118773,29.519742
bankreshape,EVO,8,ok,,0.220692213055435,11.6309864752733,1,76.2202898550725,0.535408493222351,74.0113636363636,80.3324175824176,15.5703046,0.0104372,15.5807446
bankreshape,EVO,9,ok,,0.220833333333333,17.3847982771373,1.30616429620473,74.5811594202899,0.503533226400183,72.4525327613563,78.8405483405483,29.3677146,0.0124307,29.3801483
bankreshape,EVO,10,ok,,0.221171660153423,19.3600361613659,1,76.0079710144928,0.526092039439461,74.2716499187087,78.7377622377622,15.8692435,0.0117642,15.8810106
bankreshape,EVO,11,ok,,0.25012483716891,19.7254728060483,1.00606623048797,77.0746376811594,0.551720627654519,74.3924825174825,81.4335664335664,30.025377,0.0123338,30.0377141
bankreshape,EVO,12,ok,,0.236718410768563,12.3561391692187,1,77.8746376811594,0.565760244650402,75.6958874458875,81.3489010989011,15.6553435,0.0119303,15.6672768
bankreshape,EVO,13,ok,,0.228898899985526,19.8866049552862,1,75.8231884057971,0.524360494253925,73.8611388611389,79.1519591519591,16.2374413,0.0121467,16.2495915
bankreshape,EVO,14,ok,,0.220833333333333,20,1.11985588973961,76.9992753623188,0.548210982975977,75.2844655344655,80.4007104007104,30.4593049,0.019753,30.4790659
bankreshape,EVO,15,ok,,0.203855478361557,10.7127218169869,1,76.2326086956522,0.53219408985719,74.6105006105006,79.3722943722944,19.3935995,0.0113258,19.4049285
bankreshape,EVO,16,ok,,0.254032783326096,19.7216206841952,1.00195307684404,76.1311594202898,0.535617081308614,74.3849483849484,80.0551948051948,28.5936829,0.0118096,28.6054957
bankreshape,EVO,17,ok,,0.237451150673035,14.9788822178363,1.00704034472918,79.1702898550725,0.586862698890032,76.5633255633256,82.512654012654,29.9075816,0.0129168,29.9205009
bankreshape,EVO,18,ok,,0.245310464611377,17.6112464304054,1,75.7615942028985,0.526663368020635,75.1134421134421,78.8284215784216,14.8343235,0.0118169,14.8461431
bankreshape,EVO,19,ok,,0.233203068461427,19.1242031421576,1,72.8673913043478,0.461958915681789,70.7039904539905,76.0740093240093,15.7659373,0.0136476,15.7795882
bankreshape,EVO,20,ok,,0.229808944854538,8.24908616199121,1,77.1731884057971,0.545258488579703,74.4153069153069,80.3111888111888,14.8137015,0.0144424,14.8281473
bankreshape,EVO,21,ok,,0.25,19.917420441445,1.03945785892344,77.9746376811594,0.56424949129423,76.481795981796,80.3716283716284,15.6408447,0.0104543,15.6513023
bankreshape,EVO,22,ok,,0.249348675640469,20,1,77.0384057971014,0.544108721289205,73.9731934731935,80.520979020979,14.557476,0.0120858,14.5695656
bankreshape,EVO,23,ok,,0.229302359241569,19.9721225968482,1.16357730257458,75.6449275362319,0.519246633749831,72.477355977356,79.8513708513708,26.4429276,0.0108836,26.4538157
bankreshape,EVO,24,ok,,0.242142495295991,16.564857450044,1.00004900604493,77.8927536231884,0.559954260052171,76.6158841158841,79.8362054612055,26.7119091,0.0111525,26.7230646
bankreshape,EVO,25,ok,,0.249525980605008,10.3784150503332,20,68.6949275362319,0.383431483776099,67.1616716616717,71.9906270200388,13.0453567,0.0094609,13.0548207
bankreshape,EVO,26,ok,,0.220961788970907,5.58412225418658,1.14942842839896,74.5594202898551,0.499361400900097,72.3140193140193,78.3766168472051,25.4594038,0.0095616,25.4689678
bankreshape,EVO,27,ok,,0.233639093935446,17.9755353888213,1.00039389046193,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,25.6014337,0.0102439,25.6116815
bankreshape,EVO,28,ok,,0.233284484006368,14.6322132916777,1,74.5065217391304,0.498607293658642,71.7747668997669,78.8286713286713,13.9412246,0.01091,13.9521373
bankreshape,EVO,29,ok,,0.245880373425966,2.89373021694235,1.02452646479861,73.7463768115942,0.478936163371775,70.6425241425241,77.3782883782884,13.8853475,0.0111601,13.8965114
bankreshape,EVO,30,ok,,0.245795339412361,17.5291293986632,1,77.5275362318841,0.562250669097089,76.1262626262626,81.3884285648992,13.6119333,0.0111122,13.6230491
bankreshape,PO,1,ok,,0.241572586481401,20,1,78.3289855072464,0.572838694865027,77.1441107911696,80.6793206793207,387.487444,0.0105393,387.4979867
bankreshape,PO,2,ok,,0.225649515125199,5.44216619922204,1,76.5898550724638,0.541350420676037,74.3178488178488,80.4584304584304,381.407888,0.0108765,381.4187685
bankreshape,PO,3,ok,,0.225047040092633,11.5297075031144,1.00823587690587,73.2384057971014,0.469194984361019,70.6715506715507,76.5974580974581,381.0798371,0.0102726,381.0901127
bankreshape,PO,4,ok,,0.237639311043566,17.1243070939211,1.05598211629682,76.7565217391304,0.546998443465337,76.8400210900211,79.0565545565546,374.5976367,0.011184,374.6088266
bankreshape,PO,5,ok,,0.237720726588508,20,1,74.6246376811594,0.494052374083224,72.9660894660895,76.8608058608059,376.1971046,0.0099129,376.2070203
bankreshape,PO,6,ok,,0.250341945288754,5.19684372551613,1.10184389082599,75.0536231884058,0.507676288825089,72.7548562548563,78.7514707514707,375.9058289,0.0107532,375.916585
bankreshape,PO,7,ok,,0.232848458532349,9.46201722393785,1,76.5811594202899,0.533498962098258,74.6340326340326,78.8524808524809,374.4802086,0.0109814,374.4911929
bankreshape,PO,8,ok,,0.220607179041829,18.2158094201085,1.09779003704539,75.8036231884058,0.524809350495665,73.7613636363636,79.3601953601953,375.4401531,0.0118791,375.4520355
bankreshape,PO,9,ok,,0.216666666666667,20,1.06060834513527,74.9978260869565,0.510929370928563,72.5459671047906,79.3039183039183,376.7870499,0.011333,376.7983858
bankreshape,PO,10,ok,,0.221171660153423,20,1,76.0079710144928,0.526092039439461,74.2716499187087,78.7377622377622,428.3469502,0.0114094,428.3583635
bankreshape,PO,11,ok,,0.25012483716891,20,1,77.0746376811594,0.551720627654519,74.3924825174825,81.4335664335664,408.271175,0.0115293,408.282712
bankreshape,PO,12,ok,,0.236718410768563,11.8841049723562,1,77.8746376811594,0.565760244650402,75.6958874458875,81.3489010989011,408.2051032,0.0124964,408.2176032
bankreshape,PO,13,ok,,0.228898899985526,20,1,75.8231884057971,0.524360494253925,73.8611388611389,79.1519591519591,413.6686087,0.0136334,413.6822456
bankreshape,PO,14,ok,,0.220833333333333,18.8814377214998,1,77.8507246376812,0.568145873828639,75.777972027972,82.0887445887446,406.2285431,0.0127622,406.241308
bankreshape,PO,15,ok,,0.203596757852077,18.6496239085799,1.41340068577354,75.7978260869565,0.52443409049226,74.1159951159951,79.1500721500721,406.7407338,0.013558,406.7542946
bankreshape,PO,16,ok,,0.254032783326096,20,1,76.1311594202898,0.535617081308614,74.3849483849484,80.0551948051948,411.5365834,0.0282207,411.5648072
bankreshape,PO,17,ok,,0.237451150673035,15.0906127675871,1.01095646277695,79.1702898550725,0.586862698890032,76.5633255633256,82.512654012654,409.6380309,0.0138688,409.6519032
bankreshape,PO,18,ok,,0.245310464611377,17.2817179144961,1,75.7615942028985,0.526663368020635,75.1134421134421,78.8284215784216,403.6374634,0.0125332,403.6500047
bankreshape,PO,19,ok,,0.233203068461427,19.479148534177,1,72.8673913043478,0.461958915681789,70.7039904539905,76.0740093240093,388.138033,0.0116264,388.1496622
bankreshape,PO,20,ok,,0.229808944854538,8.24220437565989,1,77.1731884057971,0.545258488579703,74.4153069153069,80.3111888111888,386.7730151,0.0113483,386.7843664
bankreshape,PO,21,ok,,0.25,20,1,77.5398550724638,0.554653524312332,76.2894882894883,79.5534465534466,381.9488473,0.0107744,381.9596244
bankreshape,PO,22,ok,,0.249348675640469,18.0566162003217,1,76.6217391304348,0.536878486790147,73.478687978688,80.3391608391608,386.8820124,0.010686,386.8927011
bankreshape,PO,23,ok,,0.229302359241569,20,1.1819787362904,75.6449275362319,0.519246633749831,72.477355977356,79.8513708513708,384.6235481,0.0105835,384.6341346
bankreshape,PO,24,ok,,0.242142495295991,16.4319758891154,1,77.8927536231884,0.559954260052171,76.6158841158841,79.8362054612055,387.2433494,0.022404,387.2657562
bankreshape,PO,25,ok,,0.249525980605008,9.64108208916754,20,69.1115942028986,0.390840585317705,67.6012321012321,72.2633542927661,373.3184786,0.0112016,373.3296861
bankreshape,PO,26,ok,,0.224954769141699,12.1583131699406,1.48874526290808,74.5594202898551,0.498947485113764,72.0530303030303,78.454156954157,384.9798568,0.0102027,384.9900624
bankreshape,PO,27,ok,,0.233639093935446,18.1245744585055,1,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,387.1152824,0.021593,387.1368785
bankreshape,PO,28,ok,,0.229202851353307,16.0321167063381,1,74.5065217391304,0.498607293658642,71.7747668997669,78.8286713286713,386.2062902,0.0114462,386.2177493
bankreshape,PO,29,ok,,0.245880373425966,2.87581820141378,1,73.7463768115942,0.478936163371775,70.6425241425241,77.3782883782884,388.8307452,0.0113906,388.8421384
bankreshape,PO,30,ok,,0.241628672745694,18.5036229032488,1,77.5275362318841,0.562250669097089,76.1262626262626,81.3884285648992,386.8890593,0.0101827,386.899245
bankreshape,NRBO,1,ok,,0.241572586481401,20,1,78.3289855072464,0.572838694865027,77.1441107911696,80.6793206793207,13.712343,0.0110181,13.7233642
bankreshape,NRBO,2,ok,,0.225649515125199,5.24135913611528,1,76.5898550724638,0.541350420676037,74.3178488178488,80.4584304584304,13.2447061,0.0115435,13.2562528
bankreshape,NRBO,3,ok,,0.225047040092633,13.7650229178858,1,73.2384057971015,0.468650071997334,70.8544094794095,76.5353812853813,13.0798473,0.0127341,13.0925842
bankreshape,NRBO,4,ok,,0.237639311043566,17.054019682502,1.05478236969458,76.7565217391304,0.546998443465337,76.8400210900211,79.0565545565546,13.2125986,0.0123263,13.2249274
bankreshape,NRBO,5,ok,,0.237720726588508,19.2834647082422,1,74.6246376811594,0.494531993168792,72.6630591630592,77.1172161172161,13.2863301,0.0119015,13.2982355
bankreshape,NRBO,6,ok,,0.250341945288754,4.66282296028518,1.01923342571293,75.4702898550725,0.516656697568958,73.6437451437452,78.8943278943279,13.1396304,0.0110794,13.1507129
bankreshape,NRBO,7,ok,,0.232848458532349,9.52402318711181,1,76.5811594202899,0.533498962098258,74.6340326340326,78.8524808524809,13.3248721,0.0127416,13.3376182
bankreshape,NRBO,8,ok,,0.220607179041829,16.9724069086312,1.13049163897431,75.8036231884058,0.524809350495665,73.7613636363636,79.3601953601953,13.197777,0.0225747,13.220355
bankreshape,NRBO,9,ok,,0.216666666666667,19.7634895502321,1.05983712789743,74.9978260869565,0.510929370928563,72.5459671047906,79.3039183039183,13.1901563,0.0113482,13.2015076
bankreshape,NRBO,10,ok,,0.221171660153423,20,1,76.0079710144928,0.526092039439461,74.2716499187087,78.7377622377622,13.3612149,0.0223626,13.3835807
bankreshape,NRBO,11,ok,,0.25012483716891,20,1,77.0746376811594,0.551720627654519,74.3924825174825,81.4335664335664,13.3266428,0.0108527,13.3374985
bankreshape,NRBO,12,ok,,0.236633376754957,16.9412938672389,1.53237503907268,77.4579710144928,0.559190887759105,75.6807212395448,80.9095904095904,13.1561857,0.0105253,13.166715
bankreshape,NRBO,13,ok,,0.228898899985526,20,1,75.8231884057971,0.524360494253925,73.8611388611389,79.1519591519591,13.2255241,0.0215604,13.2470871
bankreshape,NRBO,14,ok,,0.220833333333333,20,1,78.7021739130435,0.582828480458498,76.9078421578422,82.2810522810523,13.1952401,0.011328,13.2065711
bankreshape,NRBO,15,ok,,0.203596757852077,20,1.45160934837668,75.7978260869565,0.52443409049226,74.1159951159951,79.1500721500721,13.0377653,0.0120487,13.0498171
bankreshape,NRBO,16,ok,,0.254032783326096,20,1,76.1311594202898,0.535617081308614,74.3849483849484,80.0551948051948,13.2197348,0.0216479,13.2413864
bankreshape,NRBO,17,ok,,0.237451150673035,16.0770556292178,1.07270591090315,79.1702898550725,0.586862698890032,76.5633255633256,82.512654012654,13.2152178,0.0110047,13.2262254
bankreshape,NRBO,18,ok,,0.245310464611377,20,1.08901449165724,75.7615942028985,0.526663368020635,75.1134421134421,78.8284215784216,13.2350858,0.0101911,13.2452799
bankreshape,NRBO,19,ok,,0.233203068461427,18.7607659513535,1,72.8673913043478,0.461958915681789,70.7039904539905,76.0740093240093,13.3378497,0.0115488,13.3494018
bankreshape,NRBO,20,ok,,0.229808944854538,8.35302452597737,1,77.1731884057971,0.545258488579703,74.4153069153069,80.3111888111888,13.2299411,0.0107811,13.240725
bankreshape,NRBO,21,ok,,0.25,20,1,77.5398550724638,0.554653524312332,76.2894882894883,79.5534465534466,13.3079521,0.0121737,13.3201286
bankreshape,NRBO,22,ok,,0.249348675640469,19.0161179847821,1,76.6217391304348,0.536878486790147,73.478687978688,80.3391608391608,13.1641213,0.0113542,13.1754781
bankreshape,NRBO,23,ok,,0.229302359241569,19.8215426853274,1.14637872112137,75.6449275362319,0.519246633749831,72.477355977356,79.8513708513708,13.2026692,0.0111695,13.2138418
bankreshape,NRBO,24,ok,,0.242142495295991,20,1,77.8927536231884,0.559954260052171,76.6158841158841,79.8362054612055,13.2334056,0.0110538,13.2444622
bankreshape,NRBO,25,ok,,0.249614633087277,15.9737557545431,2.85636931413915,71.5797101449275,0.439704730571636,69.7420634920635,74.9244023949906,12.9020019,0.0098621,12.9118673
bankreshape,NRBO,26,ok,,0.224869735128094,10.9668633476555,1.50974273143883,74.1427536231884,0.491177225694454,71.8744588744589,78.0129804835687,13.0192787,0.0112033,13.0304845
bankreshape,NRBO,27,ok,,0.233639093935446,18.4274371722043,1,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,13.4101384,0.0220305,13.4321713
bankreshape,NRBO,28,ok,,0.229202851353307,16.0545284555273,1,74.5065217391304,0.498607293658642,71.7747668997669,78.8286713286713,13.1353476,0.0104747,13.1458255
bankreshape,NRBO,29,ok,,0.245880373425966,2.9939043407878,1.03751884403785,73.7463768115942,0.478936163371775,70.6425241425241,77.3782883782884,13.2419707,0.0116837,13.2536573
bankreshape,NRBO,30,ok,,0.241628672745694,20,1,77.1108695652174,0.553013818548492,75.8698523698524,80.706610383081,13.1609786,0.0114715,13.172453
bankreshape,CPO,1,ok,,0.245565566652193,18.6371715478285,1.51731260743116,75.8108695652174,0.522697053693046,73.6895653366242,78.9235764235764,0.8725887,0.0106929,0.8832845
bankreshape,CPO,2,ok,,0.246316398899986,18.857711761524,2.16020991569419,74.4869565217391,0.503785550044257,71.8154761904762,79.4285714285714,0.692421,0.0108858,0.7033097
bankreshape,CPO,3,ok,,0.229128672745694,14.526091732821,1.61047891047934,72.8565217391304,0.463458616910815,70.9093129093129,75.8531468531469,0.6733051,0.0104655,0.6837734
bankreshape,CPO,4,ok,,0.246149949341439,17.6900951258861,1.19495420171649,76.7565217391304,0.546998443465337,76.8400210900211,79.0565545565546,0.659888,0.0121127,0.6720031
bankreshape,CPO,5,ok,,0.279132291214358,19.8191318989838,2.34254610419158,73.3746376811594,0.471144782690064,70.8310023310023,76.6591741591742,0.7406385,0.0103649,0.7510072
bankreshape,CPO,6,ok,,0.254423577941815,5.66314123674414,1.0419936307228,75.8869565217391,0.523769565166411,74.0723165723166,79.1165501165501,0.6723203,0.0113128,0.6836364
bankreshape,CPO,7,ok,,0.245267042987408,14.9683940193994,1.0397635129918,76.5630434782609,0.531891597078123,74.7983682983683,78.5710955710956,0.6676238,0.0231206,0.6907478
bankreshape,CPO,8,ok,,0.224947532204371,13.9031582907054,1.13411001311276,76.2202898550725,0.535408493222351,74.0113636363636,80.3324175824176,0.7533875,0.0125822,0.7659726
bankreshape,CPO,9,ok,,0.241666666666667,15.4606361475068,1.70857813015339,74.5978260869565,0.506290212044604,72.3318935965995,79.5532180238063,0.6785489,0.0120466,0.6905989
bankreshape,CPO,10,ok,,0.233590244608482,19.7469132560226,1.29964407413445,75.6079710144928,0.519120185098812,73.8700515171103,78.5164835164835,0.693383,0.0113781,0.7047652
bankreshape,CPO,11,ok,,0.258458170502244,15.5960596507531,1.17669622304143,75.4427536231884,0.516686487395013,72.9025974025974,79.2557997557998,0.6885716,0.010651,0.6992251
bankreshape,CPO,12,ok,,0.240973729917499,16.5572307263184,1.24305164892762,77.0413043478261,0.550807860368629,75.0140692640693,80.6492673992674,0.6940145,0.0115546,0.7055718
bankreshape,CPO,13,ok,,0.237235851787523,19.6559962364171,1.06571458353939,76.2398550724638,0.532964683051293,74.1944721944722,79.6281496281496,0.7077235,0.0113692,0.7190958
bankreshape,CPO,14,ok,,0.25,17.5133908856038,1.5545712379939,76.9992753623188,0.542536466316587,75.008658008658,79.5168165168165,0.6792166,0.0233164,0.7025358
bankreshape,CPO,15,ok,,0.212015125199016,4.48653881186286,1.02855116366566,74.9463768115942,0.505273012603001,73.1025641025641,78.0036075036075,0.6577009,0.0104546,0.6681581
bankreshape,CPO,16,ok,,0.266795122304241,8.01382305895006,1.38981502948226,73.1934782608696,0.482989678859964,71.1388888888889,78.4695712783948,0.6600184,0.0096811,0.6697036
bankreshape,CPO,17,ok,,0.245699449992763,14.4996086626314,1.10475625837937,78.3536231884058,0.57050467739568,75.9543512043512,81.532856032856,0.6623201,0.0115147,0.6738379
bankreshape,CPO,18,ok,,0.258335142567665,11.7173406127629,1.39714288870944,74.0586956521739,0.491974531624513,72.1537629037629,78.035298035298,0.6560757,0.0107443,0.6674482
bankreshape,CPO,19,ok,,0.245359313938341,13.0777093102479,2.14373706317861,72.4550724637681,0.461765174187109,69.2129120879121,77.9065656565656,0.6806289,0.0106928,0.6913243
bankreshape,CPO,20,ok,,0.246305543493993,12.3980253979397,1.32935395200937,75.5050724637681,0.512795002091805,72.7639027639028,78.902972027972,0.6531125,0.010756,0.6638718
bankreshape,CPO,21,ok,,0.258333333333333,19.2462518650561,1.39123053508292,76.2898550724638,0.530415333145525,75.3115773115773,78.2101232101232,0.6768573,0.0113937,0.6882541
bankreshape,CPO,22,ok,,0.274958387610363,1.17628747785836,12.8829522984172,72.8731884057971,0.458587844791913,70.494560994561,75.5809190809191,0.6711978,0.0109017,0.6821027
bankreshape,CPO,23,ok,,0.237724345057172,17.1009774692993,1.17990666094845,75.6449275362319,0.519246633749831,72.477355977356,79.8513708513708,0.6583233,0.010982,0.6693081
bankreshape,CPO,24,ok,,0.250738167607468,4.15489227055212,1.30579842570092,74.9913043478261,0.500622299924861,71.8258408258408,78.2700632700633,0.6525725,0.0103919,0.6629671
bankreshape,CPO,25,ok,,0.253607613258069,8.76510757904535,14.0663210620193,69.5282608695652,0.401001058403753,67.8393273393274,73.152243181655,0.6573036,0.0097915,0.6670975
bankreshape,CPO,26,ok,,0.229121435808366,18.744165877286,1.82928073465366,73.7260869565217,0.48326865497753,71.6363636363636,77.6208236208236,0.6871094,0.0216965,0.7088131
bankreshape,CPO,27,ok,,0.237805760602113,19.947331837024,1.07076593889621,76.277536231884,0.533248099260114,76.2509573759574,78.4040518305224,0.6742767,0.0119682,0.6862475
bankreshape,CPO,28,ok,,0.254295122304241,12.4148664817856,1.75893766717508,73.2746376811594,0.473795742958168,69.856351981352,78.3629703629704,0.6616326,0.0106532,0.6722886
bankreshape,CPO,29,ok,,0.250047040092633,5.33553133419124,1.03433705071805,75.8144927536232,0.523323372546149,73.4871794871795,79.3063048063048,0.6808372,0.0106285,0.6914689
bankreshape,CPO,30,ok,,0.254210088290635,14.3000835814966,2.36233913886211,74.6442028985507,0.50351401312014,73.3520923520924,78.1373463138169,0.6747585,0.0101813,0.6849428
bankreshape,SWO,1,ok,,0.245565566652193,18.6371715478285,1.51731260743116,75.8108695652174,0.522697053693046,73.6895653366242,78.9235764235764,0.8361299,0.0102509,0.846384
bankreshape,SWO,2,ok,,0.246316398899986,14.6493040524036,1.97717003200846,74.0869565217391,0.496527361704509,71.7043650793651,78.9285714285714,0.6777469,0.0105678,0.6883174
bankreshape,SWO,3,ok,,0.229128672745694,14.526091732821,1.61047891047934,72.8565217391304,0.463458616910815,70.9093129093129,75.8531468531469,0.6656884,0.0106778,0.6763688
bankreshape,SWO,4,ok,,0.246149949341439,17.6900951258861,1.19495420171649,76.7565217391304,0.546998443465337,76.8400210900211,79.0565545565546,0.6665793,0.0109325,0.6775142
bankreshape,SWO,5,ok,,0.283298957881025,11.4196255806562,1.74895984075585,73.7913043478261,0.478983031840059,71.4370629370629,76.8514818514819,0.6702651,0.0114468,0.6817149
bankreshape,SWO,6,ok,,0.250341945288754,8.10973494629208,1.11169466214385,76.7202898550725,0.539578984583586,74.2844377844378,80.2392607392607,0.6856754,0.0108349,0.6965131
bankreshape,SWO,7,ok,,0.245267042987408,14.9683940193994,1.0397635129918,76.5630434782609,0.531891597078123,74.7983682983683,78.5710955710956,0.6620414,0.0108205,0.672865
bankreshape,SWO,8,ok,,0.224947532204371,13.4790493593549,1.13411001311276,76.2202898550725,0.535408493222351,74.0113636363636,80.3324175824176,0.6575816,0.010955,0.6685391
bankreshape,SWO,9,ok,,0.25,16.7851733282547,1.91935300918484,75.4492753623188,0.518938664254558,73.5804612054612,79.2754402460285,0.6511646,0.010547,0.6617144
bankreshape,SWO,10,ok,,0.225426979302359,19.5017605649917,1.01992196974112,76.0079710144928,0.526092039439461,74.2716499187087,78.7377622377622,0.6544851,0.0105512,0.6650399
bankreshape,SWO,11,ok,,0.26262483716891,12.572497466488,1.17669622304143,75.4427536231884,0.516686487395013,72.9025974025974,79.2557997557998,0.667413,0.0103988,0.6778147
bankreshape,SWO,12,ok,,0.240800043421624,17.5076999989622,1.22047996613045,77.4579710144928,0.557863618917332,75.0140692640693,81.220695970696,0.6539861,0.0115423,0.6655313
bankreshape,SWO,13,ok,,0.253558763931104,7.06194253725576,1.30770217784547,73.3898550724638,0.476361364501253,70.5144855144855,77.5518925518925,0.6948349,0.0135932,0.7084319
bankreshape,SWO,14,ok,,0.220833333333333,17.707589191492,1.03025382820685,77.4340579710145,0.559200906195417,75.4749417249417,81.5118215118215,0.6423929,0.011063,0.6534585
bankreshape,SWO,15,ok,,0.207763424518744,6.11723663720791,1.05919910680763,74.5297101449275,0.496969575848652,72.3752913752914,77.8387723387723,0.6678219,0.0121063,0.6799314
bankreshape,SWO,16,ok,,0.266621435808366,18.0106468956907,1.9333965291317,73.6101449275362,0.489079067112907,72.0654623154623,78.1315759403995,0.6708617,0.0111586,0.682024
bankreshape,SWO,17,ok,,0.24986611665943,10.7136243070335,1.40780918461839,75.4173913043478,0.510390838410713,72.447718947719,78.7993672993673,0.6496745,0.0116964,0.6613741
bankreshape,SWO,18,ok,,0.262416775220727,11.7337577847657,1.25740140710087,74.0586956521739,0.491974531624513,72.1537629037629,78.035298035298,0.6621341,0.0109741,0.6731115
bankreshape,SWO,19,ok,,0.257596974960197,11.1896554183073,9.32669915469386,71.2565217391304,0.436749318281081,68.2916666666667,76.486568986569,0.6657033,0.0098568,0.6755628
bankreshape,SWO,20,ok,,0.250302142133449,11.5568581638745,1.89188725488472,74.6173913043478,0.497646499570145,71.511655011655,78.8039044289044,0.6509219,0.0111262,0.6620512
bankreshape,SWO,21,ok,,0.258333333333333,19.2462518650561,1.39123053508292,76.2898550724638,0.530415333145525,75.3115773115773,78.2101232101232,0.6674395,0.0103826,0.6778248
bankreshape,SWO,22,ok,,0.274958387610363,1.57601473422778,15.9961899506995,72.8731884057971,0.458587844791913,70.494560994561,75.5809190809191,0.6486556,0.0105519,0.6592104
bankreshape,SWO,23,ok,,0.237809379070777,11.5384864998845,1.39193150278643,75.6615942028986,0.521667380738807,72.551282051282,80.1890331890332,0.6699976,0.0107507,0.6807509
